id,name,organization,unique_id,award_method,deadline,publish_date,details_link
705,"„ИЗБОР НА ОПЕРАТОР ЗА ПРЕДОСТАВЯНЕ НА ДАЛЕКОСЪОБЩИТЕЛНИ УСЛУГИ ЧРЕЗ ОБЩЕСТВЕНА ДАЛЕКОСЪОБЩИТЕЛНА МОБИЛНА КЛЕТЪЧНА МРЕЖА ПО СТАНДАРТ GSM/UMTS С НАЦИОНАЛНО ПОКРИТИЕ, ЗА НУЖДИТЕ НА РЗИ-БУРГАС“",РЕГИОНАЛНА ЗДРАВНА ИНСПЕКЦИЯ - БУРГАС,02370-2024-0006,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/447164
706,Доставка на компютърни конфигурации и преносими компютри за нуждите на ДАМТН в две обособени позиции,ДЪРЖАВНА АГЕНЦИЯ ЗА МЕТРОЛОГИЧЕН  И ТЕХНИЧЕСКИ НАДЗОР,00808-2024-0010,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/447411
707,"Доставка и инсталиране на специализиран софтуер за планиране и отчитане на работно време на персонал, включително внедряване, обучение и гаранционна софтуерна поддръжка, реф. № 24ИП-Е19А196",НАЦИОНАЛНА ЕЛЕКТРИЧЕСКА КОМПАНИЯ ЕАД,00026-2024-0170,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/446642
708,"Инженеринг: проектиране, авторски надзор и СМР на обект „Реконструкция на напорен водопровод от ПС Белене до водонапорна кула в гр.Белене и реконструкция помпена станция  „Раней“ - втори подем",ОБЩИНА БЕЛЕНЕ,00661-2024-0009,Публично състезание,2024-12-30,2024-12-11,https://app.eop.bg/today/445429
709,"”Физическа, невъоръжена охрана и охрана със СОТ на обектите на Регионален Военноисторически музей – Плевен по обособени позиции: Обособена позиция 1 – „Панорама „Плевенска епопея -1877 г.“ и Скобелев парк-музей“; Обособена позиция 2 – „Къща – музей „Цар Освободител Александър ІІ“; Обособена позиция 3 – „Обекти охранявани със СОТ”.",РЕГИОНАЛЕН  ВОЕННОИСТОРИЧЕСКИ МУЗЕЙ - ПЛЕВЕН,02172-2024-0001,Пряко договаряне,2024-12-15,2024-12-11,https://app.eop.bg/today/447387
710,Доставка на резервни части и консумативи за моторни инструменти,ОБЩИНА ПОПОВО,00012-2024-0032,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/447365
711,"„Рехабилитация и модернизация на общинска инфраструктура –  системи за външно изкуствено осветление /СВИО/ на община Златарица, обл. Велико Търново“",ОБЩИНА ЗЛАТАРИЦА,00954-2024-0017,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/433609
712,"„Доставка на спортно облекло и аксесоари за нуждите на Сдружение Българска федерация по волейбол""",БЪЛГАРСКА ФЕДЕРАЦИЯ ПО ВОЛЕЙБОЛ Сдружение,03994-2024-0002,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/447194
713,„Доставка на компютърна техника за общинска администрация”,ОБЩИНА РАЗГРАД,00338-2024-0046,Пряко договаряне,2024-12-13,2024-12-11,https://app.eop.bg/today/447349
714,„Предоставяне на пътни  транспортни услуги за нуждите на  „ЮЦДП“ гр. Смолян и териториалното му  поделение ТП ДГС „Алабак“,ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,02718-2024-0228,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/447086
715,„Услуги по зареждане на тонер- касети за копирна и периферна техника за нуждите на РДСП - Враца и ДСП на територията на област Враца “.,РЕГИОНАРНА ДИРЕКЦИЯ ЗА СОЦИАЛНО ПОДПОМАГАНЕ - ГР. ВРАЦА,00496-2024-0057,Събиране на оферти с обява,2024-12-16,2024-12-11,https://app.eop.bg/today/442605
716,„Текущ ремонт на помещения в сградата на СУ „Свети свети Кирил и Методий“ за обособяването на STEM среда и високотехнологични оборудвани и свързани класни стаи (ВОСКС),"СРЕДНО УЧИЛИЩЕ ""СВЕТИ СВЕТИ КИРИЛ И МЕТОДИЙ""",02710-2024-0006,Събиране на оферти с обява,2024-12-16,2024-12-11,https://app.eop.bg/today/447427
